,timestamp,tvlUSD,tvlETH,BTC,ETH,DAI
588,1574208000,654244657,3698805.1616915422,44483.28602193,2522097.569300907,7444471.9283712
589,1574121600,645654194,3602578.9197634202,43849.48668142,2512723.1880455725,6083757.326458497
590,1574035200,662082871,3557481.4410832296,44534.964988700005,2505412.775914269,5702811.1369585525
591,1573948800,642293269,3479755.4935529307,43566.01232776,2505144.2973673423,5716718.008100282
592,1573862400,630788200,3485595.4025529097,46239.27430124,2509721.7411165764,6249193.184446712
593,1573776000,638489903,3435327.1440869477,46254.19590985,2507227.9055274436,6578078.066137231
594,1573689600,647709970,3421967.2971259514,46877.84981344,2505700.953513417,7152300.444342882
595,1573603200,646835786,3443729.8940531327,44243.80847671,2469714.8902606075,7885144.693060703
596,1573516800,640059300,3447109.5433003022,44362.054214519994,2452869.2430809326,7885468.889200295
597,1573430400,644312385,3385238.191562024,46670.42384482,2446554.97718776,7651544.2023114655
598,1573344000,643692806,3441287.3883988233,18959.67307815,2442401.1406544656,8036864.789910208
599,1573257600,635344110,3442853.0941801234,17380.893817379998,2443035.440890533,7285834.163149838
600,1573171200,639515822,3407479.869991474,17248.36433988,2408290.8965324345,8150105.412341538
601,1573084800,649638132,3375444.9340122635,17813.80396385,2408122.459052392,8055107.311698547
602,1572998400,636211212,3344431.540766441,16496.31368855,2378629.319696139,7566707.391248674
603,1572912000,627305691,3353141.388710711,16257.07953662,2347582.8750114487,7002419.940600442
604,1572825600,606978979,3296111.751289709,16262.351056079999,2302549.6139843697,6336732.550698653
605,1572739200,613579808,3303789.6187809617,14355.930698150001,2290523.374434081,6542578.458528372
606,1572652800,608242752,3291713.129126529,18868.27832086,2302795.4625518,6356094.955270424
607,1572566400,603222323,3293597.1771771777,19629.887946130002,2301101.052209281,6181785.273154533
608,1572480000,608455051,3297501.9022328206,19626.21633847,2300056.201901936,6902232.770810609
609,1572393600,627569052,3276951.866743252,20708.62883373,2310540.557293365,6970968.591054923
610,1572307200,602103921,3294325.77009356,20707.745677310002,2298780.19743266,5939683.634215733
611,1572220800,607217317,3289724.3309134245,20042.37257058,2304053.055405782,5889138.060152598
612,1572134400,588167555,3265964.545505025,20052.39767267,2329638.3646860975,5984721.659356831
613,1572048000,597828164,3278645.1903038276,214290.79498705722,2326629.889813409,6142734.439230938
614,1571961600,537507033,3289718.0549605237,20411.50379462,2325180.2320361566,6122681.61816555
615,1571875200,531915440,3251316.870415648,19360.00327498,2316352.3922388507,6539754.847058688
616,1571788800,534982651,3086675.807754442,19381.07087869,2227854.2011780357,6182901.989980454
617,1571702400,541598588,3068199.569453886,17771.1351466,2227158.159049113,6077272.802891777
618,1571616000,541986353,3042986.65431475,20154.48748539,2219594.5689717294,5954140.656267514
619,1571529600,533225735,3040922.355289422,19150.18197181,2222909.9535386204,5825808.476891407
620,1571443200,528592286,3022081.5619461443,18301.07144775,2226989.753368264,5760524.336556019
621,1571356800,541383229,3003513.05963939,18799.30668368,2224795.2327916366,6050732.222815828
622,1571270400,528303142,2971166.6497947243,18560.694056300003,2221895.787627854,5847637.162833607
623,1571184000,537073168,2945610.5303570447,18569.93176201,2226173.796787722,5813889.353644434
624,1571097600,556037824,2936095.8073714226,17543.19405801,2229447.0846295427,5884201.808243381
625,1571011200,544828859,2954923.847488882,17537.12863853,2240444.6821567314,5895142.751978778
626,1570924800,540770284,2937851.2739718584,16879.62115616,2239718.461551354,5891229.688649066
627,1570838400,535724017,2939016.990344525,16882.84318428,2241069.3063066276,5697216.041686321
628,1570752000,564577432,2914248.8618179946,21250.033272909997,2246057.225456296,6278461.750273346
629,1570665600,563751297,2900402.824509954,21246.94047802,2237723.8293971745,6137614.562932715
630,1570579200,527883728,2892355.0928716245,21277.55465109,2210520.405029638,5438992.848612758
631,1570492800,520455351,2867206.6494050226,21195.49001135,2204627.782873919,5577138.198154664
632,1570406400,498888559,2886752.4534197426,18443.334271639997,2198953.1850633183,5220253.496656067
633,1570320000,520968845,2882421.406440191,18440.553761159998,2196768.1326345094,5052841.6971564
634,1570233600,513733860,2892645.608108109,19256.07541193,2202526.7955256915,5292863.796327171
635,1570147200,507045522,2870664.790805639,19185.64365623,2192420.7325164354,5308445.060598789
636,1570060800,524578774,2870786.263886609,17486.34763267,2196097.3330847193,5194394.78156002
637,1569974400,507280280,2861463.673285198,17484.20212573,2187419.0352506367,4997529.256765898
638,1569888000,517470399,2842463.0541060152,17708.61301212,2183825.397710389,5335493.073303416
639,1569801600,497609844,2888378.476898073,17310.65143544,2179904.3716573007,5260808.10656327
640,1569715200,509246111,2881492.168845132,17883.79512102,2180464.4367022505,5332034.942553359
641,1569628800,506081081,2873991.0329944915,16373.70957607,2183626.399051643,5393070.122288369
642,1569542400,480299335,2874322.770795931,16397.52054244,2175472.746378726,6658972.0556597365
643,1569456000,477767725,2789884.5255474467,20667.25247059,2139121.521964748,5683860.055352444
644,1569369600,463715565,2774248.0705952747,19040.12878894,2147486.931970716,5436771.202196478
645,1569283200,546287037,2691334.3038723036,18012.043503650002,2162474.2376494193,5278651.726352542
646,1569196800,574627272,2694365.2271768185,15175.10797653,2159418.6026132233,5980237.4187613055
647,1569110400,581135368,2675084.551647947,17071.03152921,2162274.9392999536,6020364.322654543
648,1569024000,586445509,2671611.812673682,16089.488977410001,2166040.859702769,6029746.204420497
649,1568937600,595159733,2681382.8302396834,15411.65570345,2175350.040189712,6273003.992958697
650,1568851200,572174495,2704421.680767595,15563.91196102,2175478.068709431,5926213.812428171
651,1568764800,564190078,2694060.1566230548,16741.33104461,2174247.369610866,5845855.248800876
652,1568678400,541587512,2713772.1701658564,16744.65802219,2160818.1130746086,5540159.867347059
653,1568592000,524187583,2726593.4096228867,15922.94663183,2150125.020399866,5754139.57196089
654,1568505600,514899699,2706721.8577511446,15928.14079727,2057126.896502781,4917353.534502148
655,1568419200,499914238,2741659.7455303273,15230.62384114,2055326.3229924415,4972616.167450642
656,1568332800,498931862,2745154.6740027517,15919.07230822,2054164.7096409008,5009950.597839905
657,1568246400,487724888,2719857.729199197,16497.19021877,2039821.1849931122,5070404.90653795
658,1568160000,489367565,2702642.9833765947,13814.651805270001,2038892.5802853056,5042689.612976626
659,1568073600,490216689,2699728.4337482103,13818.878492920001,2033163.0845282148,4970955.960527372
660,1567987200,491315228,2688455.4199726395,9445.36521186,2024730.4290428315,4937016.580733677
661,1567900800,480462132,2678161.2709030095,10345.445711609998,2015315.0578353049,4662866.180784663
662,1567814400,460825898,2711538.0876728464,11841.31025543,2010031.958480544,5006871.977306234
663,1567728000,472558979,2704045.428015564,11174.17003166,2071532.216564342,4734781.996672504
664,1567641600,475744076,2708477.517791062,13638.92570736,2069943.6513073007,4844991.478405561
665,1567555200,478613440,2668302.6147070304,12098.885938399999,2068877.2310599568,4743232.717296585
666,1567468800,474906223,2652070.2686100407,12090.68820438,2063303.7182110788,4816105.765452644
667,1567382400,457110044,2656226.6488465345,12784.07855015,2063160.7663909732,4238453.414322245
668,1567296000,459097380,2637884.279475982,13878.45977132,2064784.9916335216,4064573.1499648243
669,1567209600,450624250,2659962.5169706633,3881.24725312,2063581.574772652,3991067.982890715
670,1567123200,444368087,2617471.208105083,4000.78668603,2065093.172481881,4288589.9563945765
671,1567036800,449330746,2583845.5779183432,4258.72544715,2065984.7830403624,3513014.9116319967
672,1566950400,473822593,2513381.036494802,4263.00974815,2038718.200238213,4291869.136268109
673,1566864000,470058510,2491036.0890302067,43912.66173606,2028430.3994541133,3710472.744441139
674,1566777600,464583395,2476193.3429271923,2033.2467766999998,2023718.8171984672,3631556.8615487153
675,1566691200,472490542,2461914.0370987915,2021.5136835099997,2027399.0364571887,4155011.287606433
676,1566604800,480408078,2457707.464060981,2015.9691296,2031518.3398684673,4168828.7515178826
677,1566518400,474467161,2481912.229952399,2017.1155332399999,2034415.9915758222,4246132.294131555
678,1566432000,463254908,2469244.2193912906,2017.4229587099999,2043453.839370247,3980077.181253847
679,1566345600,479377488,2434376.8433881784,1603.431923,2005250.7739616297,4169019.538451845
680,1566259200,489380781,2408844.1671588896,1683.35512168,1994523.9191867749,4066497.9368119636
681,1566172800,470571430,2408246.8270214945,1751.9422221099999,2000970.1556119411,4004343.545789901
682,1566086400,450518051,2419408.468932925,1748.79323531,1999074.4226720622,3444859.202499724
